"id","Date","title","gender","organisationUnit","tenure","employmentStatus","basePay","bonus","education","age","perfEval","disability","raceEthnicity","veteran","dutyStation","supervisor"
756,2017-01-28,"Manager","M","Operations",4,"FT",83262,6884,"High School",45,3,0,"white",1,NA,NA
757,2017-01-28,"Data Scientist","F","Administration",1,"FT",123172,5797,"Masters",41,2,1,"white",1,NA,NA
758,2017-01-28,"Data Scientist","M","Administration",5,"FT",67040,7412,"Masters",29,3,0,"white",0,NA,NA
759,2017-01-28,"Warehouse Associate","M","Administration",6,"FT",77655,6581,"College",36,4,0,"white",0,NA,NA
760,2017-01-28,"Data Scientist","F","Administration",5,"FT",107476,6182,"College",47,3,0,"white",0,NA,NA
761,2017-01-28,"Software Engineer","M","Operations",1,"FT",89811,6471,"Masters",33,3,0,"white",0,NA,NA
762,2017-01-28,"Graphic Designer","M","Administration",4,"FT",106893,7958,"College",47,5,1,"white",1,NA,NA
763,2017-01-28,"Software Engineer","M","Engineering",6,"FT",154039,7304,"PhD",40,3,0,"white",0,NA,NA
764,2017-01-28,"Warehouse Associate","M","Operations",1,"FT",116774,6160,"High School",48,2,0,"white",0,NA,NA
765,2017-01-28,"Software Engineer","M","Management",5,"FT",98281,5646,"College",42,3,0,"white",1,NA,NA
766,2017-01-28,"Marketing Associate","F","Engineering",6,"FT",34208,6620,"College",26,4,0,"asian",0,NA,NA
767,2017-01-28,"Software Engineer","M","Engineering",4,"FT",121821,6499,"Masters",41,3,0,"white",1,NA,NA
768,2017-01-28,"Software Engineer","M","Engineering",4,"FT",113122,6060,"Masters",37,5,0,"white",1,NA,NA
769,2017-01-28,"Software Engineer","M","Management",6,"FT",92154,7642,"Masters",34,4,0,"white",0,NA,NA
770,2017-01-28,"Manager","M","Engineering",2,"FT",110643,7291,"College",46,3,0,"african american",0,NA,NA
771,2017-01-28,"Data Scientist","F","Administration",3,"FT",82345,7211,"PhD",31,4,0,"white",0,NA,NA
772,2017-01-28,"Data Scientist","M","Sales",3,"FT",103908,8109,"PhD",36,1,0,"african american",0,NA,NA
773,2017-01-28,"Marketing Associate","F","Engineering",5,"FT",49303,6615,"College",29,4,0,"white",0,NA,NA
774,2017-01-28,"IT","F","Operations",3,"FT",98456,7177,"College",43,3,0,"white",0,NA,NA
775,2017-01-28,"Warehouse Associate","M","Operations",4,"FT",94927,6274,"College",42,2,0,"white",0,NA,NA
776,2017-01-28,"Software Engineer","M","Administration",1,"FT",76654,6696,"College",35,3,0,"white",0,NA,NA
777,2017-01-28,"Manager","M","Sales",5,"FT",107859,6989,"Masters",39,4,0,"white",0,NA,NA
778,2017-01-28,"Manager","F","Operations",1,"FT",129885,7314,"High School",49,3,1,"white",0,NA,NA
779,2017-01-28,"Graphic Designer","M","Sales",6,"FT",85702,6556,"Masters",34,3,0,"white",0,NA,NA
780,2017-01-28,"Financial Analyst","F","Operations",1,"FT",97797,5239,"Masters",34,3,0,"white",0,NA,NA
781,2017-01-28,"Manager","M","Management",2,"FT",115567,4775,"Masters",38,1,1,"white",0,NA,NA
782,2017-01-28,"Sales Associate","F","Administration",6,"FT",91566,6996,"High School",48,2,0,"white",0,NA,NA
783,2017-01-28,"Sales Associate","F","Management",2,"FT",131608,6537,"Masters",41,2,0,"white",0,NA,NA
784,2017-01-28,"Sales Associate","M","Administration",4,"FT",118888,7438,"Masters",40,1,1,"white",0,NA,NA
785,2017-01-28,"Graphic Designer","M","Sales",5,"FT",75833,6942,"College",34,2,0,"white",0,NA,NA
786,2017-01-28,"Financial Analyst","F","Engineering",5,"FT",65750,6177,"College",32,3,0,"african american",0,NA,NA
787,2017-01-28,"Graphic Designer","M","Management",2,"FT",123371,6931,"College",48,4,0,"african american",1,NA,NA
788,2017-01-28,"Marketing Associate","F","Sales",5,"FT",76806,6662,"Masters",30,1,1,"white",0,NA,NA
789,2017-01-28,"Warehouse Associate","M","Management",6,"FT",83774,7127,"College",38,2,0,"white",0,NA,NA
790,2017-01-28,"Warehouse Associate","F","Operations",6,"FT",114733,6290,"College",48,4,0,"white",1,NA,NA
791,2017-01-28,"Financial Analyst","M","Administration",3,"FT",69320,6765,"Masters",29,3,0,"white",1,NA,NA
792,2017-01-28,"Sales Associate","M","Operations",3,"FT",110746,5947,"Masters",39,3,1,"asian",0,NA,NA
793,2017-01-28,"Graphic Designer","M","Engineering",5,"FT",105632,6394,"Masters",39,4,0,"white",0,NA,NA
794,2017-01-28,"Manager","M","Engineering",1,"FT",117648,4765,"College",47,1,0,"white",0,NA,NA
795,2017-01-28,"Driver","F","Management",1,"FT",89170,6722,"College",42,3,0,"asian",0,NA,NA
796,2017-01-28,"Sales Associate","M","Management",4,"FT",85986,8160,"College",40,4,1,"white",0,NA,NA
797,2017-01-28,"Financial Analyst","M","Sales",2,"FT",78132,8035,"Masters",30,1,0,"white",0,NA,NA
798,2017-01-28,"Manager","M","Operations",6,"FT",135073,6898,"Masters",41,3,0,"white",1,NA,NA
799,2017-01-28,"Driver","F","Operations",4,"FT",78751,6258,"High School",39,2,0,"white",0,NA,NA
800,2017-01-28,"Software Engineer","M","Sales",1,"FT",118231,7440,"College",47,1,0,"african american",0,NA,NA
801,2017-01-28,"Data Scientist","M","Operations",4,"FT",86651,7250,"College",40,1,0,"white",0,NA,NA
802,2017-01-28,"IT","F","Management",4,"FT",75518,6711,"Masters",30,4,1,"white",0,NA,NA
803,2017-01-28,"Data Scientist","M","Management",4,"FT",114693,6832,"Masters",38,3,0,"white",0,NA,NA
804,2017-01-28,"Financial Analyst","M","Engineering",6,"FT",116875,5479,"Masters",38,3,1,"white",1,NA,NA
805,2017-01-28,"IT","M","Administration",2,"FT",64468,8113,"College",32,1,0,"white",0,NA,NA
806,2017-01-28,"Marketing Associate","M","Sales",5,"FT",116834,5516,"College",47,2,0,"white",1,NA,NA
807,2017-01-28,"Marketing Associate","F","Management",2,"FT",75294,6496,"Masters",30,4,0,"asian",0,NA,NA
808,2017-01-28,"Graphic Designer","F","Management",4,"FT",127608,6558,"College",48,3,0,"white",0,NA,NA
809,2017-01-28,"Financial Analyst","F","Sales",5,"FT",116069,6432,"College",47,3,0,"white",0,NA,NA
810,2017-01-28,"Driver","F","Engineering",2,"FT",86122,6295,"High School",45,3,0,"white",1,NA,NA
811,2017-01-28,"Warehouse Associate","M","Management",6,"FT",81988,7160,"College",39,3,0,"white",0,NA,NA
812,2017-01-28,"Warehouse Associate","F","Sales",3,"FT",68300,5953,"College",33,3,0,"white",0,NA,NA
813,2017-01-28,"Manager","M","Sales",2,"FT",148178,6777,"College",48,3,0,"white",1,NA,NA
814,2017-01-28,"Financial Analyst","F","Operations",3,"FT",94590,5327,"Masters",35,1,0,"white",0,NA,NA
815,2017-01-28,"Sales Associate","F","Engineering",5,"FT",87418,6430,"College",40,5,1,"african american",0,NA,NA
816,2017-01-28,"Warehouse Associate","M","Administration",6,"FT",68384,7443,"College",33,1,0,"african american",0,NA,NA
817,2017-01-28,"Manager","M","Operations",2,"FT",106056,4161,"Masters",38,3,0,"white",0,NA,NA
818,2017-01-28,"Software Engineer","M","Management",1,"FT",110886,6228,"Masters",39,2,1,"african american",0,NA,NA
819,2017-01-28,"Graphic Designer","F","Management",2,"FT",104082,5477,"Masters",39,5,0,"white",0,NA,NA
820,2017-01-28,"IT","F","Management",3,"FT",94354,7052,"Masters",34,3,1,"white",0,NA,NA
821,2017-01-28,"Warehouse Associate","M","Engineering",1,"FT",128669,6866,"College",47,1,1,"african american",0,NA,NA
822,2017-01-28,"Financial Analyst","M","Sales",5,"FT",88725,6243,"Masters",32,4,0,"white",0,NA,NA
823,2017-01-28,"Manager","M","Engineering",3,"FT",149771,5495,"Masters",42,4,0,"white",0,NA,NA
824,2017-01-28,"Financial Analyst","M","Management",2,"FT",98535,8001,"Masters",35,4,0,"african american",0,NA,NA
825,2017-01-28,"Data Scientist","F","Sales",5,"FT",90713,6552,"PhD",32,3,0,"white",0,NA,NA
826,2017-01-28,"IT","M","Management",6,"FT",88749,7433,"College",41,3,1,"white",1,NA,NA
827,2017-01-28,"Graphic Designer","M","Operations",2,"FT",126100,6336,"Masters",41,2,0,"white",0,NA,NA
828,2017-01-28,"Manager","M","Sales",2,"FT",110594,6753,"College",46,3,0,"african american",0,NA,NA
829,2017-01-28,"Manager","M","Management",5,"FT",157644,7213,"College",48,2,0,"white",0,NA,NA
830,2017-01-28,"Manager","F","Management",2,"FT",113009,6812,"College",46,4,1,"white",1,NA,NA
831,2017-01-28,"Financial Analyst","M","Engineering",6,"FT",105601,5943,"Masters",39,3,1,"white",0,NA,NA
832,2017-01-28,"Financial Analyst","M","Engineering",2,"FT",100769,6453,"College",45,5,0,"asian",0,NA,NA
833,2017-01-28,"Warehouse Associate","M","Administration",1,"FT",82244,6020,"High School",44,3,0,"white",0,NA,NA
834,2017-01-28,"Marketing Associate","F","Administration",1,"FT",72030,5569,"College",34,5,0,"white",0,NA,NA
835,2017-01-28,"Driver","F","Management",2,"FT",66203,5627,"High School",39,2,0,"white",0,NA,NA
836,2017-01-28,"Driver","F","Management",4,"FT",67210,5662,"College",32,3,0,"white",0,NA,NA
837,2017-01-28,"Manager","F","Management",3,"FT",115383,5878,"Masters",38,3,0,"white",0,NA,NA
838,2017-01-28,"Graphic Designer","F","Engineering",6,"FT",120697,7205,"PhD",39,3,1,"white",0,NA,NA
839,2017-01-28,"Graphic Designer","M","Operations",1,"FT",70311,6235,"College",34,3,0,"white",0,NA,NA
840,2017-01-28,"Data Scientist","F","Engineering",4,"FT",125770,7301,"College",48,2,1,"white",0,NA,NA
841,2017-01-28,"Warehouse Associate","M","Engineering",5,"FT",100465,5520,"College",45,3,0,"white",0,NA,NA
842,2017-01-28,"Software Engineer","M","Administration",5,"FT",83264,6251,"College",39,3,0,"african american",0,NA,NA
843,2017-01-28,"Warehouse Associate","M","Engineering",3,"FT",126375,6630,"Masters",41,3,0,"white",0,NA,NA
844,2017-01-28,"Driver","M","Engineering",3,"FT",43076,5829,"College",30,3,0,"white",0,NA,NA
845,2017-01-28,"Data Scientist","F","Sales",5,"FT",97846,7198,"College",42,4,0,"white",0,NA,NA
846,2017-01-28,"Sales Associate","F","Management",2,"FT",76522,6900,"College",35,2,0,"white",0,NA,NA
847,2017-01-28,"Driver","M","Operations",5,"FT",111726,5989,"College",46,2,0,"white",0,NA,NA
848,2017-01-28,"Sales Associate","M","Administration",4,"FT",112188,6689,"College",46,4,0,"white",0,NA,NA
849,2017-01-28,"Data Scientist","M","Operations",5,"FT",98959,6572,"Masters",35,4,0,"white",0,NA,NA
850,2017-01-28,"Sales Associate","F","Management",6,"FT",87131,6356,"College",40,4,1,"white",0,NA,NA
851,2017-01-28,"IT","M","Administration",4,"FT",77881,5569,"College",36,4,0,"white",1,NA,NA
852,2017-01-28,"IT","M","Engineering",2,"FT",65225,6462,"Masters",29,5,0,"white",1,NA,NA
853,2017-01-28,"Driver","M","Operations",2,"FT",78472,8439,"High School",40,5,1,"white",0,NA,NA
854,2017-01-28,"Financial Analyst","M","Operations",5,"FT",126269,6490,"College",48,2,0,"white",1,NA,NA
855,2017-01-28,"Warehouse Associate","M","Management",3,"FT",106233,5792,"High School",49,3,0,"white",1,NA,NA
856,2017-01-28,"IT","F","Sales",2,"FT",56656,5914,"College",31,3,0,"white",0,NA,NA
857,2017-01-28,"IT","F","Engineering",3,"FT",70157,6016,"College",34,2,0,"white",0,NA,NA
858,2017-01-28,"Data Scientist","F","Engineering",1,"FT",98366,6398,"PhD",33,3,1,"african american",0,NA,NA
859,2017-01-28,"Manager","M","Engineering",3,"FT",127013,6124,"College",48,2,0,"white",0,NA,NA
860,2017-01-28,"Software Engineer","M","Management",4,"FT",106146,6618,"College",46,4,0,"white",0,NA,NA
861,2017-01-28,"Manager","M","Operations",1,"FT",90736,6219,"Masters",34,4,0,"white",0,NA,NA
862,2017-01-28,"Graphic Designer","M","Sales",6,"FT",66611,5924,"College",32,3,0,"white",0,NA,NA
863,2017-01-28,"Manager","M","Operations",3,"FT",150914,5982,"PhD",40,3,0,"white",0,NA,NA
864,2017-01-28,"Graphic Designer","M","Management",2,"FT",70559,6497,"Masters",30,2,0,"white",0,NA,NA
865,2017-01-28,"Data Scientist","F","Sales",1,"FT",73798,6224,"Masters",30,3,0,"white",0,NA,NA
866,2017-01-28,"Graphic Designer","M","Sales",4,"FT",69734,5383,"College",33,5,0,"african american",0,NA,NA
867,2017-01-28,"Marketing Associate","F","Sales",1,"FT",94763,5668,"College",42,4,1,"african american",0,NA,NA
868,2017-01-28,"Financial Analyst","F","Administration",2,"FT",101534,6861,"College",45,4,0,"white",0,NA,NA
869,2017-01-28,"Graphic Designer","M","Management",1,"FT",91504,5136,"College",45,3,0,"african american",0,NA,NA
870,2017-01-28,"Sales Associate","F","Management",2,"FT",90426,5020,"College",42,3,0,"white",0,NA,NA
871,2017-01-28,"Manager","M","Operations",5,"FT",100183,6363,"College",46,3,0,"white",0,NA,NA
872,2017-01-28,"IT","F","Operations",2,"FT",99369,6746,"College",43,3,0,"white",0,NA,NA
873,2017-01-28,"Graphic Designer","F","Operations",4,"FT",55845,6616,"College",30,1,0,"white",0,NA,NA
874,2017-01-28,"Financial Analyst","F","Administration",1,"FT",48570,6604,"College",29,4,0,"white",0,NA,NA
875,2017-01-28,"Data Scientist","M","Engineering",1,"FT",98165,5470,"Masters",34,2,0,"asian",0,NA,NA
876,2017-01-28,"Data Scientist","F","Operations",2,"FT",113274,6186,"Masters",37,4,0,"african american",0,NA,NA
877,2017-01-28,"Software Engineer","M","Engineering",2,"FT",95754,6596,"Masters",35,3,0,"african american",0,NA,NA
878,2017-01-28,"Data Scientist","M","Engineering",2,"FT",57915,4584,"College",31,4,0,"white",0,NA,NA
879,2017-01-28,"Manager","M","Sales",2,"FT",121506,6122,"College",48,2,0,"white",0,NA,NA
880,2017-01-28,"Manager","M","Management",2,"FT",121151,5934,"Masters",41,3,1,"white",0,NA,NA
881,2017-01-28,"Marketing Associate","F","Management",4,"FT",86241,5814,"College",40,5,0,"white",0,NA,NA
882,2017-01-28,"Data Scientist","M","Management",2,"FT",87682,4152,"Masters",34,2,0,"white",0,NA,NA
883,2017-01-28,"Software Engineer","M","Administration",2,"FT",114029,6842,"College",47,5,0,"white",0,NA,NA
884,2017-01-28,"IT","M","Management",5,"FT",67323,4680,"College",32,4,1,"white",0,NA,NA
885,2017-01-28,"Data Scientist","M","Management",2,"FT",68049,6660,"College",32,5,0,"white",0,NA,NA
886,2017-01-28,"IT","M","Engineering",4,"FT",93335,5243,"College",41,4,0,"asian",1,NA,NA
887,2017-01-28,"Driver","F","Operations",2,"FT",100433,5090,"College",45,3,0,"white",0,NA,NA
888,2017-01-28,"Marketing Associate","F","Operations",2,"FT",123242,5453,"Masters",41,3,0,"white",0,NA,NA
889,2017-01-28,"Sales Associate","F","Administration",1,"FT",87585,6476,"College",40,3,0,"white",0,NA,NA
890,2017-01-28,"IT","F","Sales",4,"FT",45747,4890,"College",29,1,0,"african american",1,NA,NA
891,2017-01-28,"Marketing Associate","F","Administration",5,"FT",36972,7058,"College",26,1,0,"african american",0,NA,NA
892,2017-01-28,"Sales Associate","F","Management",6,"FT",64754,7377,"High School",38,2,1,"white",0,NA,NA
893,2017-01-28,"IT","F","Operations",5,"FT",132267,5679,"PhD",39,4,1,"white",0,NA,NA
894,2017-01-28,"Driver","M","Administration",4,"FT",111043,5838,"College",46,4,0,"white",0,NA,NA
895,2017-01-28,"Warehouse Associate","M","Engineering",1,"FT",58130,6327,"College",32,2,0,"white",0,NA,NA
896,2017-01-28,"IT","M","Operations",4,"FT",90542,7554,"Masters",34,4,0,"white",0,NA,NA
897,2017-01-28,"Manager","M","Administration",1,"FT",124891,5436,"College",48,5,0,"other",0,NA,NA
898,2017-01-28,"Marketing Associate","F","Engineering",2,"FT",112507,7460,"College",46,2,0,"white",0,NA,NA
899,2017-01-28,"Marketing Associate","F","Sales",5,"FT",100316,6010,"College",45,5,0,"white",0,NA,NA
900,2017-01-28,"Software Engineer","M","Engineering",5,"FT",134757,5944,"PhD",39,5,0,"white",0,NA,NA
901,2017-01-28,"Manager","M","Sales",5,"FT",125339,6019,"College",48,3,0,"african american",0,NA,NA
902,2017-01-28,"IT","F","Management",1,"FT",111120,6536,"College",46,4,0,"white",0,NA,NA
903,2017-01-28,"Data Scientist","F","Operations",1,"FT",76523,7122,"Masters",30,5,1,"african american",0,NA,NA
904,2017-01-28,"Driver","F","Operations",2,"FT",91160,5863,"College",45,5,0,"white",0,NA,NA
905,2017-01-28,"Manager","M","Sales",3,"FT",105795,6179,"College",46,2,0,"other",0,NA,NA
906,2017-01-28,"Financial Analyst","F","Operations",4,"FT",66935,6508,"College",32,3,0,"white",0,NA,NA
907,2017-01-28,"Sales Associate","M","Management",1,"FT",75238,5308,"College",34,3,0,"white",1,NA,NA
908,2017-01-28,"Data Scientist","F","Sales",2,"FT",138365,5359,"Masters",42,2,1,"white",0,NA,NA
909,2017-01-28,"Software Engineer","M","Management",6,"FT",103978,5146,"College",46,2,0,"white",0,NA,NA
910,2017-01-28,"IT","M","Sales",4,"FT",165229,6506,"Masters",42,2,0,"white",0,NA,NA
911,2017-01-28,"Warehouse Associate","M","Engineering",5,"FT",118322,5224,"Masters",40,4,0,"white",0,NA,NA
912,2017-01-28,"Graphic Designer","M","Operations",5,"FT",106883,5831,"Masters",38,3,0,"white",0,NA,NA
913,2017-01-28,"Marketing Associate","F","Management",2,"FT",59006,5876,"College",31,3,0,"white",0,NA,NA
914,2017-01-28,"Manager","M","Engineering",2,"FT",125164,5888,"College",48,2,0,"white",0,NA,NA
915,2017-01-28,"Software Engineer","M","Operations",1,"FT",89225,5751,"College",42,4,0,"white",0,NA,NA
916,2017-01-28,"Driver","M","Sales",6,"FT",101716,5881,"High School",48,4,0,"white",0,NA,NA
917,2017-01-28,"Marketing Associate","F","Sales",1,"FT",74305,7126,"Masters",30,3,0,"white",0,NA,NA
918,2017-01-28,"Marketing Associate","F","Administration",2,"FT",38451,5562,"College",26,3,0,"white",0,NA,NA
919,2017-01-28,"Graphic Designer","F","Operations",2,"FT",113465,3846,"College",46,1,0,"white",0,NA,NA
920,2017-01-28,"Sales Associate","F","Operations",5,"FT",66377,5803,"College",33,1,0,"african american",0,NA,NA
921,2017-01-28,"Financial Analyst","M","Engineering",2,"FT",79142,5445,"College",36,3,0,"white",0,NA,NA
922,2017-01-28,"Graphic Designer","F","Operations",4,"FT",55569,5236,"Masters",28,4,0,"asian",1,NA,NA
923,2017-01-28,"Graphic Designer","M","Engineering",4,"FT",97240,5412,"Masters",34,3,0,"white",1,NA,NA
924,2017-01-28,"Manager","F","Management",4,"FT",119033,6381,"College",48,3,0,"white",0,NA,NA
925,2017-01-28,"Marketing Associate","F","Administration",4,"FT",106315,5618,"Masters",38,3,1,"white",0,NA,NA
926,2017-01-28,"Driver","M","Engineering",1,"FT",81301,5713,"College",41,3,0,"white",0,NA,NA
927,2017-01-28,"Software Engineer","M","Management",5,"FT",79462,4673,"Masters",30,3,1,"white",0,NA,NA
928,2017-01-28,"IT","F","Sales",5,"FT",105598,5380,"PhD",37,2,0,"asian",0,NA,NA
929,2017-01-28,"Data Scientist","M","Operations",6,"FT",72497,6452,"Masters",30,4,1,"white",0,NA,NA
930,2017-01-28,"Financial Analyst","F","Management",4,"FT",78084,5598,"College",36,1,0,"white",0,NA,NA
931,2017-01-28,"Graphic Designer","M","Management",4,"FT",84803,5406,"Masters",33,2,0,"african american",1,NA,NA
932,2017-01-28,"Graphic Designer","F","Administration",5,"FT",41603,6092,"College",27,1,0,"african american",0,NA,NA
933,2017-01-28,"Driver","F","Operations",6,"FT",78002,5175,"High School",39,2,0,"white",1,NA,NA
934,2017-01-28,"Warehouse Associate","M","Administration",1,"FT",79274,4618,"Masters",30,4,1,"white",0,NA,NA
935,2017-01-28,"IT","M","Management",6,"FT",49622,5452,"College",29,4,0,"white",0,NA,NA
936,2017-01-28,"Sales Associate","M","Management",2,"FT",129620,5608,"College",47,5,0,"white",1,NA,NA
937,2017-01-28,"Software Engineer","M","Administration",2,"FT",87848,5166,"College",40,3,0,"white",0,NA,NA
938,2017-01-28,"Driver","M","Management",5,"FT",51906,6274,"College",31,4,0,"asian",0,NA,NA
939,2017-01-28,"Sales Associate","F","Engineering",1,"FT",81866,5183,"High School",44,5,0,"african american",0,NA,NA
940,2017-01-28,"Financial Analyst","M","Engineering",2,"FT",71590,5845,"College",34,3,1,"white",0,NA,NA
941,2017-01-28,"Warehouse Associate","M","Sales",2,"FT",63928,4998,"High School",37,3,0,"white",1,NA,NA
942,2017-01-28,"Driver","M","Administration",5,"FT",83333,7113,"High School",44,3,0,"white",0,NA,NA
943,2017-01-28,"Marketing Associate","M","Administration",3,"FT",92797,5405,"College",43,3,0,"white",1,NA,NA
944,2017-01-28,"Financial Analyst","M","Operations",2,"FT",93067,5103,"Masters",34,3,0,"white",0,NA,NA
945,2017-01-28,"Graphic Designer","M","Sales",5,"FT",72422,5697,"College",34,4,0,"white",0,NA,NA
946,2017-01-28,"Driver","M","Operations",4,"FT",120159,4265,"College",48,3,1,"white",0,NA,NA
947,2017-01-28,"Data Scientist","F","Operations",5,"FT",91711,6775,"Masters",35,4,0,"white",0,NA,NA
948,2017-01-28,"Marketing Associate","F","Sales",2,"FT",93805,6044,"Masters",34,4,1,"white",0,NA,NA
949,2017-01-28,"Marketing Associate","F","Operations",5,"FT",109931,5878,"Masters",39,5,0,"african american",0,NA,NA
950,2017-01-28,"Marketing Associate","F","Administration",5,"FT",88365,4668,"College",40,2,0,"other",0,NA,NA
951,2017-01-28,"Financial Analyst","M","Operations",1,"FT",104744,6425,"Masters",39,2,0,"asian",0,NA,NA
952,2017-01-28,"Warehouse Associate","F","Administration",2,"FT",79334,6505,"High School",39,5,0,"white",0,NA,NA
953,2017-01-28,"Driver","M","Administration",1,"FT",95795,4898,"High School",47,5,0,"african american",0,NA,NA
954,2017-01-28,"Financial Analyst","F","Engineering",5,"FT",98512,4548,"Masters",35,2,0,"white",0,NA,NA
955,2017-01-28,"Data Scientist","F","Operations",2,"FT",78910,5927,"Masters",30,4,0,"white",0,NA,NA
956,2017-01-28,"Manager","M","Management",3,"FT",103156,6277,"College",45,3,0,"white",0,NA,NA
957,2017-01-28,"Driver","M","Administration",4,"FT",92760,4826,"High School",49,4,1,"white",0,NA,NA
958,2017-01-28,"Warehouse Associate","F","Operations",4,"FT",125574,5688,"Masters",41,4,0,"white",0,NA,NA
959,2017-01-28,"Data Scientist","M","Operations",5,"FT",93742,6580,"College",42,2,0,"white",0,NA,NA
960,2017-01-28,"Sales Associate","M","Engineering",2,"FT",124470,5454,"Masters",41,3,1,"white",0,NA,NA
961,2017-01-28,"Software Engineer","M","Engineering",4,"FT",132323,4872,"Masters",41,4,1,"white",0,NA,NA
962,2017-01-28,"Sales Associate","M","Sales",5,"FT",70595,5234,"College",34,2,0,"white",0,NA,NA
963,2017-01-28,"Software Engineer","M","Operations",5,"FT",71278,4701,"Masters",30,4,0,"white",0,NA,NA
964,2017-01-28,"Data Scientist","M","Engineering",2,"FT",53855,4980,"College",30,3,0,"african american",0,NA,NA
965,2017-01-28,"IT","M","Management",6,"FT",98423,3879,"College",43,5,0,"white",0,NA,NA
966,2017-01-28,"Software Engineer","M","Operations",3,"FT",126239,5396,"Masters",41,3,0,"white",0,NA,NA
967,2017-01-28,"Sales Associate","M","Management",2,"FT",101133,4700,"Masters",37,5,0,"white",0,NA,NA
968,2017-01-28,"Warehouse Associate","M","Administration",6,"FT",92516,5866,"High School",48,5,0,"white",0,NA,NA
969,2017-01-28,"Data Scientist","M","Administration",2,"FT",93320,7236,"College",41,2,0,"other",0,NA,NA
970,2017-01-28,"Warehouse Associate","F","Administration",1,"FT",106963,5084,"High School",49,3,0,"african american",0,NA,NA
971,2017-01-28,"IT","F","Sales",4,"FT",111770,5345,"PhD",36,5,0,"white",0,NA,NA
972,2017-01-28,"IT","M","Engineering",5,"FT",106584,5426,"Masters",38,4,0,"white",0,NA,NA
973,2017-01-28,"Marketing Associate","F","Operations",4,"FT",57672,6476,"College",31,3,0,"white",0,NA,NA
974,2017-01-28,"Warehouse Associate","M","Administration",2,"FT",90612,5913,"Masters",34,5,0,"white",0,NA,NA
975,2017-01-28,"Graphic Designer","F","Engineering",2,"FT",97768,7233,"College",42,1,0,"african american",0,NA,NA
976,2017-01-28,"Financial Analyst","M","Administration",2,"FT",82790,5826,"College",39,3,0,"asian",0,NA,NA
977,2017-01-28,"Graphic Designer","F","Administration",2,"FT",76103,5173,"Masters",30,3,0,"white",0,NA,NA
978,2017-01-28,"Financial Analyst","M","Administration",2,"FT",84628,5680,"Masters",33,4,0,"african american",0,NA,NA
979,2017-01-28,"Warehouse Associate","F","Management",2,"FT",93441,5499,"College",41,5,1,"white",0,NA,NA
980,2017-01-28,"Marketing Associate","M","Management",4,"FT",110636,5239,"Masters",39,3,0,"white",0,NA,NA
981,2017-01-28,"Data Scientist","F","Administration",4,"FT",108366,5108,"PhD",37,1,0,"white",0,NA,NA
982,2017-01-28,"Manager","M","Management",5,"FT",135106,5066,"Masters",41,4,0,"white",0,NA,NA
983,2017-01-28,"Warehouse Associate","F","Administration",5,"FT",85453,5135,"College",39,1,0,"white",0,NA,NA
984,2017-01-28,"Graphic Designer","M","Management",4,"FT",100160,5562,"College",46,3,0,"white",0,NA,NA
985,2017-01-28,"Data Scientist","F","Administration",4,"FT",79765,5329,"College",36,3,0,"african american",1,NA,NA
986,2017-01-28,"Manager","M","Engineering",2,"FT",157169,5798,"PhD",40,4,0,"white",1,NA,NA
987,2017-01-28,"Financial Analyst","F","Engineering",6,"FT",129683,5754,"PhD",39,3,0,"white",0,NA,NA
988,2017-01-28,"Financial Analyst","F","Management",1,"FT",76908,4756,"College",35,2,0,"white",0,NA,NA
989,2017-01-28,"Financial Analyst","F","Management",2,"FT",93696,5029,"College",41,3,0,"white",0,NA,NA
990,2017-01-28,"Driver","M","Sales",5,"FT",88230,5512,"High School",45,3,1,"white",0,NA,NA
991,2017-01-28,"Sales Associate","F","Management",5,"FT",83095,5284,"Masters",33,3,0,"white",0,NA,NA
992,2017-01-28,"IT","F","Sales",4,"FT",81325,5647,"College",38,3,1,"white",0,NA,NA
993,2017-01-28,"Warehouse Associate","F","Engineering",4,"FT",102106,5195,"College",45,3,0,"white",0,NA,NA
994,2017-01-28,"Graphic Designer","F","Engineering",1,"FT",80635,4322,"Masters",30,4,1,"white",1,NA,NA
995,2017-01-28,"Marketing Associate","F","Sales",3,"FT",73404,5038,"College",34,3,0,"white",0,NA,NA
996,2017-01-28,"Data Scientist","M","Sales",1,"FT",83674,4854,"College",38,3,0,"white",0,NA,NA
997,2017-01-28,"IT","M","Engineering",2,"FT",118314,4892,"Masters",40,2,0,"white",0,NA,NA
998,2017-01-28,"Graphic Designer","F","Sales",2,"FT",133741,4925,"Masters",41,2,0,"white",0,NA,NA
999,2017-01-28,"Software Engineer","M","Sales",1,"FT",119522,4650,"PhD",39,3,0,"white",0,NA,NA
1000,2017-01-28,"Sales Associate","M","Administration",1,"FT",84592,4635,"High School",44,5,0,"white",0,NA,NA
1001,2017-01-28,"Sales Associate","M","Sales",2,"FT",121589,5133,"Masters",41,5,0,"white",0,NA,NA
1002,2017-01-28,"Manager","F","Engineering",1,"FT",104329,4962,"High School",49,5,0,"white",0,NA,NA
1003,2017-01-28,"Warehouse Associate","M","Engineering",6,"FT",71371,5220,"College",34,4,0,"white",0,NA,NA
1004,2017-01-28,"Data Scientist","M","Sales",3,"FT",96582,6350,"Masters",35,5,1,"white",0,NA,NA
1005,2017-01-28,"Data Scientist","M","Sales",1,"FT",108778,4357,"PhD",37,3,0,"african american",0,NA,NA
